latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
31.824,75.43,309,1.1,1,2020-03-04,0805,Aqua,MODIS,65,6.0NRT,296.3,6.2,D
31.822,75.419,307.9,1.1,1,2020-03-04,0805,Aqua,MODIS,63,6.0NRT,296.3,5.4,D
32.876,74.378,315.7,1.1,1.1,2020-03-04,0805,Aqua,MODIS,76,6.0NRT,280.2,16.1,D
29.297,78.871,306.9,1,1,2020-03-05,0535,Terra,MODIS,58,6.0NRT,292.8,5.2,D
28.754,78.685,307,1,1,2020-03-05,0535,Terra,MODIS,64,6.0NRT,293.1,4.9,D
30.816,75.162,305.8,1.4,1.2,2020-03-08,0605,Terra,MODIS,60,6.0NRT,294.8,8,D
29.256,78.085,309.8,1.5,1.2,2020-03-09,0820,Aqua,MODIS,62,6.0NRT,297.8,10.4,D
29.788,72.713,322.6,1,1,2020-03-09,0820,Aqua,MODIS,79,6.0NRT,297.4,15.4,D
29.787,72.703,310.4,1,1,2020-03-09,0820,Aqua,MODIS,51,6.0NRT,297.7,4.6,D
29.808,72.783,308.3,1,1,2020-03-09,0820,Aqua,MODIS,45,6.0NRT,296.8,3.7,D
29.941,72.814,307,1,1,2020-03-09,0820,Aqua,MODIS,52,6.0NRT,296.1,3.9,D
31.187,73.021,308.4,1,1,2020-03-09,0820,Aqua,MODIS,57,6.0NRT,296.6,5.1,D
31.303,73.389,306.4,1,1,2020-03-09,0820,Aqua,MODIS,50,6.0NRT,296.1,3.5,D
31.459,72.473,315.3,1,1,2020-03-09,0820,Aqua,MODIS,70,6.0NRT,296,10.1,D
31.55,72.599,310.3,1,1,2020-03-09,0820,Aqua,MODIS,60,6.0NRT,296.5,6,D
31.714,72.329,306.7,1,1,2020-03-09,0820,Aqua,MODIS,40,6.0NRT,295.2,4.7,D
32.361,72.596,308.8,1,1,2020-03-09,0825,Aqua,MODIS,55,6.0NRT,297.1,5,D
32.402,72.73,306.8,1,1,2020-03-10,0550,Terra,MODIS,26,6.0NRT,294.4,4.3,D
32.395,72.717,310.2,1,1,2020-03-10,0550,Terra,MODIS,68,6.0NRT,293.9,7,D
32.393,72.728,310,1,1,2020-03-10,0550,Terra,MODIS,68,6.0NRT,294.3,6.8,D
32.193,73.443,304.1,1,1,2020-03-10,0550,Terra,MODIS,57,6.0NRT,289.9,4.4,D
31.762,75.62,307.6,1.1,1,2020-03-10,0550,Terra,MODIS,66,6.0NRT,293.6,6.6,D
31.534,72.629,307.4,1,1,2020-03-10,0550,Terra,MODIS,56,6.0NRT,293.6,4.9,D
31.532,72.64,305.6,1,1,2020-03-10,0550,Terra,MODIS,47,6.0NRT,293.2,3.9,D
31.485,72.576,309.9,1,1,2020-03-10,0550,Terra,MODIS,63,6.0NRT,293.9,6.6,D
31.437,72.528,311.9,1,1,2020-03-10,0550,Terra,MODIS,67,6.0NRT,294,8.5,D
29.136,75.771,310.6,1.1,1.1,2020-03-10,0555,Terra,MODIS,36,6.0NRT,297.4,6.9,D
27.962,76.39,311.8,1.3,1.1,2020-03-10,0555,Terra,MODIS,30,6.0NRT,298,7.7,D
29.928,78.084,301.1,1,1,2020-03-12,0540,Terra,MODIS,12,6.0NRT,289.9,2.9,D
28.728,78.011,309.2,1.1,1,2020-03-12,0540,Terra,MODIS,54,6.0NRT,293.5,5.7,D
29.074,73.222,308.3,2.3,1.5,2020-03-13,0625,Terra,MODIS,40,6.0NRT,293.9,19.1,D
28.761,77.452,309.2,1.1,1,2020-03-13,0755,Aqua,MODIS,26,6.0NRT,293.9,4.6,D
33.109,72.516,311.5,1.5,1.2,2020-03-14,0840,Aqua,MODIS,67,6.0NRT,294.6,11.6,D
33.185,72.888,308,1.2,1.1,2020-03-15,0610,Terra,MODIS,60,6.0NRT,294.2,6.9,D
33.183,72.9,314.6,1.2,1.1,2020-03-15,0610,Terra,MODIS,72,6.0NRT,293.5,13.4,D
32.006,72.842,306.1,1.2,1.1,2020-03-15,0610,Terra,MODIS,51,6.0NRT,293.8,5.6,D
29.79,76.409,302.8,1.8,1.3,2020-03-15,0745,Aqua,MODIS,16,6.0NRT,289.7,5.2,D
31.31,72.437,313,1,1,2020-03-16,0830,Aqua,MODIS,62,6.0NRT,297.7,7.6,D
31.433,72.82,311.8,1.1,1,2020-03-16,0830,Aqua,MODIS,58,6.0NRT,297.9,7.2,D
31.477,72.449,311.3,1,1,2020-03-16,0830,Aqua,MODIS,57,6.0NRT,298.1,5.5,D
31.678,72.51,309.7,1,1,2020-03-16,0830,Aqua,MODIS,49,6.0NRT,297,5.5,D
32.325,72.54,316.7,1.1,1,2020-03-16,0830,Aqua,MODIS,73,6.0NRT,295.6,10.7,D
33.45,74.081,307.1,1,1,2020-03-17,0600,Terra,MODIS,54,6.0NRT,293.3,5.7,D
33.448,74.092,306.6,1,1,2020-03-17,0600,Terra,MODIS,53,6.0NRT,292.5,5,D
32.004,74.889,305.1,1.1,1.1,2020-03-17,0600,Terra,MODIS,49,6.0NRT,294.4,4.9,D
32.024,73.024,307,1,1,2020-03-17,0600,Terra,MODIS,40,6.0NRT,296.2,3.8,D
31.94,72.904,308.4,1,1,2020-03-17,0600,Terra,MODIS,49,6.0NRT,295.5,5,D
31.939,72.914,310.5,1,1,2020-03-17,0600,Terra,MODIS,58,6.0NRT,295.5,6.4,D
31.473,75.591,311.1,1.2,1.1,2020-03-17,0600,Terra,MODIS,68,6.0NRT,295.7,8.8,D
31.471,75.603,306.3,1.2,1.1,2020-03-17,0600,Terra,MODIS,42,6.0NRT,295.6,4.5,D
31.47,75.597,313.3,1.2,1.1,2020-03-17,0600,Terra,MODIS,70,6.0NRT,295.6,11.2,D
31.589,72.604,310.1,1,1,2020-03-17,0600,Terra,MODIS,55,6.0NRT,295.5,5.6,D
31.272,73.99,308.5,1.1,1,2020-03-17,0600,Terra,MODIS,41,6.0NRT,296.5,5.2,D
31.19,74.443,309.8,1.1,1,2020-03-17,0600,Terra,MODIS,62,6.0NRT,297.5,6.6,D
31.48,72.463,317,1,1,2020-03-17,0600,Terra,MODIS,71,6.0NRT,295.7,10.9,D
29.899,73.605,327.8,1.1,1,2020-03-17,0600,Terra,MODIS,83,6.0NRT,297.5,23.7,D
29.885,72.753,311.4,1,1,2020-03-17,0600,Terra,MODIS,62,6.0NRT,296.8,5.9,D
29.864,72.77,326.6,1,1,2020-03-17,0600,Terra,MODIS,82,6.0NRT,296.4,19.6,D
28.911,78.799,310.6,1.3,1.1,2020-03-18,0815,Aqua,MODIS,51,6.0NRT,299.2,6.8,D
29.498,78.001,323,1.2,1.1,2020-03-18,0815,Aqua,MODIS,78,6.0NRT,299.5,18.8,D
29.499,78.008,324.2,1.2,1.1,2020-03-18,0815,Aqua,MODIS,60,6.0NRT,299,20.1,D
31.054,75.412,323.9,1,1,2020-03-18,0815,Aqua,MODIS,80,6.0NRT,296.7,18.3,D
31.468,75.618,323.4,1,1,2020-03-18,0815,Aqua,MODIS,80,6.0NRT,296.8,17.7,D
31.467,75.607,319.1,1,1,2020-03-18,0815,Aqua,MODIS,75,6.0NRT,296.9,13,D
31.493,75.736,308.9,1,1,2020-03-18,0815,Aqua,MODIS,58,6.0NRT,296.1,4.1,D
31.492,75.725,311.3,1,1,2020-03-18,0815,Aqua,MODIS,64,6.0NRT,296.5,6.2,D
31.478,75.55,314,1,1,2020-03-18,0815,Aqua,MODIS,68,6.0NRT,296.7,7.8,D
31.806,75.609,308.3,1,1,2020-03-18,0815,Aqua,MODIS,51,6.0NRT,295.8,4.6,D
31.387,72.345,315.3,1.1,1,2020-03-18,0815,Aqua,MODIS,67,6.0NRT,299.1,8.1,D
31.935,75.197,308.5,1,1,2020-03-18,0815,Aqua,MODIS,55,6.0NRT,295.1,5.5,D
32.001,73.2,320.2,1,1,2020-03-18,0815,Aqua,MODIS,73,6.0NRT,300.3,12.1,D
32.453,72.83,316.7,1,1,2020-03-18,0815,Aqua,MODIS,67,6.0NRT,297.6,10.1,D
32.451,72.819,319.3,1,1,2020-03-18,0815,Aqua,MODIS,62,6.0NRT,298.3,12.6,D
32.759,74.495,318.2,1,1,2020-03-18,0815,Aqua,MODIS,74,6.0NRT,297.9,11.7,D
32.758,74.485,316.1,1,1,2020-03-18,0815,Aqua,MODIS,71,6.0NRT,298.1,9.7,D
32.754,73.61,313.5,1,1,2020-03-18,0815,Aqua,MODIS,36,6.0NRT,300.6,4.8,D
32.958,72.573,316.3,1.2,1.1,2020-03-19,0545,Terra,MODIS,65,6.0NRT,300.8,9.5,D
31.873,75.469,314.6,1,1,2020-03-19,0545,Terra,MODIS,71,6.0NRT,296.4,9.6,D
31.585,75.732,310.4,1,1,2020-03-19,0545,Terra,MODIS,64,6.0NRT,297,5,D
31.583,75.742,312.2,1,1,2020-03-19,0545,Terra,MODIS,67,6.0NRT,296.9,6.5,D
31.599,75.322,306.7,1,1,2020-03-19,0545,Terra,MODIS,47,6.0NRT,296,3.9,D
31.478,75.762,308.9,1,1,2020-03-19,0545,Terra,MODIS,58,6.0NRT,297.4,4.4,D
31.477,75.773,308.4,1,1,2020-03-19,0545,Terra,MODIS,56,6.0NRT,296.7,4.1,D
31.076,76.102,311.2,1,1,2020-03-19,0545,Terra,MODIS,65,6.0NRT,296,6.7,D
30.127,76.78,309.6,1.1,1,2020-03-19,0545,Terra,MODIS,61,6.0NRT,295.8,6,D
30.024,77.194,310.5,1.1,1,2020-03-19,0545,Terra,MODIS,63,6.0NRT,296.4,7.2,D
30.023,77.205,311.3,1.1,1,2020-03-19,0545,Terra,MODIS,65,6.0NRT,296.2,8,D
29.761,77.166,307.7,1.1,1,2020-03-19,0545,Terra,MODIS,51,6.0NRT,296.7,5,D
29.919,74.954,312,1,1,2020-03-19,0545,Terra,MODIS,35,6.0NRT,299.9,5.7,D
29.474,76.869,312.4,1.1,1,2020-03-19,0545,Terra,MODIS,29,6.0NRT,301,7.2,D
29.815,72.713,311.8,1.1,1.1,2020-03-19,0545,Terra,MODIS,55,6.0NRT,295.9,5.8,D
29.813,72.724,313.9,1.1,1.1,2020-03-19,0545,Terra,MODIS,64,6.0NRT,296.4,7.5,D
29.176,76.659,316.8,1.1,1,2020-03-19,0545,Terra,MODIS,71,6.0NRT,295.9,12.5,D
29.175,76.669,309.4,1.1,1,2020-03-19,0545,Terra,MODIS,53,6.0NRT,295.6,6,D
28.79,76.465,311.4,1.1,1,2020-03-19,0545,Terra,MODIS,44,6.0NRT,297,6.2,D
32.81,74.451,325.3,4,1.9,2020-03-19,0900,Aqua,MODIS,79,6.0NRT,294.9,148.3,D
32.813,74.446,326.9,4,1.9,2020-03-19,0900,Aqua,MODIS,81,6.0NRT,294.9,161.2,D
33.297,72.992,308.1,2.3,1.5,2020-03-20,0630,Terra,MODIS,61,6.0NRT,294.1,13,D
29.404,78.922,311.2,1,1,2020-03-20,0805,Aqua,MODIS,38,6.0NRT,296.3,5.1,D
31.09,76.114,322.5,1,1,2020-03-20,0805,Aqua,MODIS,80,6.0NRT,293.1,17.1,D
31.203,76.189,312.7,1,1,2020-03-20,0805,Aqua,MODIS,60,6.0NRT,296.6,8.3,D
31.583,75.716,312.8,1.1,1,2020-03-20,0805,Aqua,MODIS,67,6.0NRT,299.9,5.5,D
29.952,78.262,309.6,1,1,2020-03-21,0535,Terra,MODIS,62,6.0NRT,296.4,5.5,D
29.852,77.169,314.2,1,1,2020-03-21,0535,Terra,MODIS,70,6.0NRT,293,10,D
29.701,78.028,307.6,1,1,2020-03-21,0535,Terra,MODIS,54,6.0NRT,293.4,3.9,D
29.831,76.793,308.5,1,1,2020-03-21,0535,Terra,MODIS,59,6.0NRT,293,6.3,D
29.886,72.74,311.1,1.6,1.3,2020-03-21,0535,Terra,MODIS,64,6.0NRT,297,8.9,D
28.151,77.337,316.6,1,1,2020-03-21,0535,Terra,MODIS,42,6.0NRT,302.1,6.7,D
33.393,72.444,312.1,1.3,1.1,2020-03-22,0615,Terra,MODIS,66,6.0NRT,297.9,8,D
32.008,72.821,310.9,1.5,1.2,2020-03-22,0615,Terra,MODIS,50,6.0NRT,297.3,8.6,D
31.998,72.819,313.3,1.5,1.2,2020-03-22,0615,Terra,MODIS,63,6.0NRT,297.1,12.2,D
32.006,72.815,311.1,1.5,1.2,2020-03-22,0615,Terra,MODIS,56,6.0NRT,297.3,9.2,D
32.003,72.83,319.2,1.5,1.2,2020-03-22,0615,Terra,MODIS,73,6.0NRT,297.2,21.8,D
31.486,72.549,314.4,1.5,1.2,2020-03-22,0615,Terra,MODIS,65,6.0NRT,297.6,14.2,D
29.771,73.562,316.7,1.9,1.3,2020-03-22,0615,Terra,MODIS,71,6.0NRT,297.4,22.4,D
28.738,76.379,312.8,3,1.7,2020-03-22,0615,Terra,MODIS,55,6.0NRT,297.2,32.1,D
29.939,78.278,322,1.1,1.1,2020-03-22,0750,Aqua,MODIS,78,6.0NRT,299.6,19.1,D
31.156,76.064,309.9,1.4,1.2,2020-03-22,0750,Aqua,MODIS,60,6.0NRT,298,7.4,D
31.525,75.601,317.8,1.5,1.2,2020-03-22,0750,Aqua,MODIS,74,6.0NRT,300.5,17,D
31.808,74.563,314.9,1.7,1.3,2020-03-22,0750,Aqua,MODIS,61,6.0NRT,297.4,21.7,D
31.804,74.545,335.7,1.7,1.3,2020-03-22,0750,Aqua,MODIS,0,6.0NRT,300.4,71.9,D
31.967,72.817,316.9,2.2,1.4,2020-03-22,0750,Aqua,MODIS,70,6.0NRT,297.1,30.7,D
31.966,72.811,316.5,2.2,1.4,2020-03-22,0750,Aqua,MODIS,70,6.0NRT,297.1,30,D
29.119,79.093,313.7,1.6,1.2,2020-03-25,0510,Terra,MODIS,61,6.0NRT,300.3,9.2,D
29.117,79.103,316.3,1.6,1.2,2020-03-25,0510,Terra,MODIS,67,6.0NRT,300.4,14.5,D
29.847,73.308,309.9,1.2,1.1,2020-03-28,0540,Terra,MODIS,41,6.0NRT,297.1,6.5,D
28.684,77.381,319.3,1,1,2020-03-28,0540,Terra,MODIS,72,6.0NRT,300.5,11.1,D
32.285,72.509,315.2,1.8,1.3,2020-03-29,0620,Terra,MODIS,71,6.0NRT,295.9,22.2,D
28.326,77.769,324.2,1.1,1,2020-03-29,0755,Aqua,MODIS,73,6.0NRT,303.5,15.6,D
29.59,77.116,311.1,1.1,1,2020-03-29,0755,Aqua,MODIS,54,6.0NRT,300.8,5.6,D
31.656,75.751,314.1,1.2,1.1,2020-03-29,0800,Aqua,MODIS,68,6.0NRT,300.1,8.9,D
29.572,78.029,313.8,1.1,1,2020-03-30,0530,Terra,MODIS,45,6.0NRT,301,4.2,D
29.102,77.202,310.9,1.1,1.1,2020-03-30,0530,Terra,MODIS,53,6.0NRT,297,5.6,D
28.96,78.06,314.9,1,1,2020-03-30,0530,Terra,MODIS,61,6.0NRT,303.1,6.6,D
28.911,77.262,314.7,1.1,1,2020-03-30,0530,Terra,MODIS,63,6.0NRT,299.7,8.5,D
28.403,78.161,323.8,1.5,1.2,2020-03-31,0745,Aqua,MODIS,76,6.0NRT,303.4,19.8,D
29.447,78.621,317.3,1.4,1.2,2020-04-01,0515,Terra,MODIS,0,6.0NRT,303,7.8,D
29.091,77.463,314,1.6,1.2,2020-04-01,0515,Terra,MODIS,55,6.0NRT,300.3,9.1,D
30.665,76.613,312.2,1.6,1.2,2020-04-01,0830,Aqua,MODIS,59,6.0NRT,298.4,8.4,D
30.664,76.596,315.9,1.6,1.2,2020-04-01,0830,Aqua,MODIS,68,6.0NRT,299.1,14.2,D
31.884,74.217,308.5,1.1,1,2020-04-02,0600,Terra,MODIS,35,6.0NRT,298.1,4,D
32.057,72.866,316.7,1,1,2020-04-02,0600,Terra,MODIS,68,6.0NRT,298.8,10.3,D
29.818,73.876,316.9,1.1,1,2020-04-02,0600,Terra,MODIS,65,6.0NRT,301.3,8.5,D
29.173,76.234,312.7,1.4,1.2,2020-04-02,0600,Terra,MODIS,53,6.0NRT,298.6,10.9,D
28.858,77.783,313.7,1.8,1.3,2020-04-02,0600,Terra,MODIS,57,6.0NRT,300.8,12.3,D
29.243,76.712,326.4,1.1,1,2020-04-03,0815,Aqua,MODIS,76,6.0NRT,300.7,21,D
30.229,74.893,316.4,1,1,2020-04-03,0815,Aqua,MODIS,50,6.0NRT,306.1,7.1,D
30.818,75.161,320.9,1,1,2020-04-03,0815,Aqua,MODIS,50,6.0NRT,309.5,9.8,D
31.063,74.603,320,1,1,2020-04-03,0815,Aqua,MODIS,71,6.0NRT,304,10.1,D
31.789,75.603,308.9,1,1,2020-04-03,0815,Aqua,MODIS,55,6.0NRT,292.2,5.9,D
32.317,73.715,324,1,1,2020-04-03,0815,Aqua,MODIS,60,6.0NRT,292.3,19,D
31.766,75.617,315,1,1,2020-04-04,0545,Terra,MODIS,67,6.0NRT,301.3,7.2,D
31.569,75.57,312.2,1,1,2020-04-04,0545,Terra,MODIS,57,6.0NRT,301,4.9,D
30.961,73.887,314,1,1,2020-04-04,0545,Terra,MODIS,55,6.0NRT,301.3,5,D
30.089,74.335,313.4,1,1,2020-04-04,0545,Terra,MODIS,55,6.0NRT,299.6,6.3,D
29.445,76.869,316.8,1.1,1,2020-04-04,0545,Terra,MODIS,59,6.0NRT,304.6,8.9,D
28.629,78.904,318.5,1.4,1.2,2020-04-04,0545,Terra,MODIS,63,6.0NRT,304.6,12.7,D
29.078,76.46,309,4.7,2,2020-04-04,0720,Aqua,MODIS,54,6.0NRT,298.5,41.9,D
29.464,76.843,312.3,4.7,2,2020-04-05,0450,Terra,MODIS,52,6.0NRT,288.9,83.2,D
29.461,76.891,313.9,4.7,2,2020-04-05,0450,Terra,MODIS,56,6.0NRT,285.2,100,D
29.465,76.837,309.8,4.7,2,2020-04-05,0450,Terra,MODIS,40,6.0NRT,289.2,66.4,D
29.462,76.885,316.6,4.7,2,2020-04-05,0450,Terra,MODIS,70,6.0NRT,285.9,120.6,D
28.487,77.496,322.7,1,1,2020-04-05,0805,Aqua,MODIS,50,6.0NRT,308,5.6,D
30.903,76.202,321.7,1,1,2020-04-05,0805,Aqua,MODIS,73,6.0NRT,304.9,11.1,D
31.058,74.519,316.6,1.3,1.1,2020-04-06,0535,Terra,MODIS,65,6.0NRT,300.7,11.2,D
29.729,77.537,328.2,1,1,2020-04-06,0535,Terra,MODIS,78,6.0NRT,304.2,17.8,D
27.19,77.44,334.6,1,1,2020-04-06,0535,Terra,MODIS,77,6.0NRT,311.1,15.6,D
29.393,77.988,326.3,1.2,1.1,2020-04-07,0750,Aqua,MODIS,78,6.0NRT,300.4,20.1,D
29.394,77.982,319.2,1.2,1.1,2020-04-07,0750,Aqua,MODIS,63,6.0NRT,300.6,10.2,D
29.56,77.939,316.1,1.2,1.1,2020-04-07,0750,Aqua,MODIS,22,6.0NRT,294.1,10,D
27.373,77.687,332.5,1.2,1.1,2020-04-08,0520,Terra,MODIS,77,6.0NRT,305.8,23,D
27.371,77.699,332.1,1.2,1.1,2020-04-08,0520,Terra,MODIS,77,6.0NRT,307.1,21.6,D
31.379,75.484,325.6,1.7,1.3,2020-04-08,0835,Aqua,MODIS,78,6.0NRT,304.5,31.6,D
31.377,75.465,317.4,1.7,1.3,2020-04-08,0835,Aqua,MODIS,67,6.0NRT,304.1,13.2,D
29.383,77.987,320.8,1.5,1.2,2020-04-10,0820,Aqua,MODIS,41,6.0NRT,299.8,15.1,D
30.677,77.067,320.8,1.4,1.2,2020-04-10,0820,Aqua,MODIS,68,6.0NRT,300.1,16,D
30.675,77.054,317.1,1.4,1.2,2020-04-10,0820,Aqua,MODIS,54,6.0NRT,301.6,9.7,D
31.308,75.335,320.8,1.1,1.1,2020-04-10,0820,Aqua,MODIS,45,6.0NRT,304.2,6.7,D
