date, pm25, pm10, o3, no2, so2, co
2019/6/18, 81, 102, 12, 7, 1, 5
2019/6/19, 153, 60, 15, 8, 1, 4
2019/6/20, 133, 37, 18, 11, 1, 5
2019/6/21, 117, 47, 12, 8, 1, 5
2019/6/22, 131, 27, 3, 9, 1, 4
2019/6/23, 84, 40, 12, 8, 1, 4
2019/6/24, 62, 63, 12, 7, 1, 5
2019/6/25, 53, 121, 3, 6, 1, 5
2019/6/26, 63, 86, 4, 13, 1, 5
2019/6/27, 70, 117, 11, 10, 7, 4
2019/6/28, 93, , 14, 7, 1, 3
2019/6/29, 148, , 17, 8, 1, 4
2019/6/30, 121, , 20, 8, 1, 6
2019/1/1, 121, 147, 8, 3, 5, 15
2019/1/2, 125, 119, 3, 3, 3, 10
2019/1/3, 111, 69, 4, 3, 6, 9
2019/1/4, 89, 53, 5, 3, 4, 9
2019/1/5, 93, 39, 5, 3, 3, 5
2019/1/6, 60, 89, 4, 3, 5, 5
2019/1/7, 71, 57, 6, 3, 4, 6
2019/1/8, 63, 48, 7, 3, 6, 7
2019/1/9, 70, 102, 7, 3, 5, 9
2019/1/10, 77, 146, 5, 3, 5, 13
2019/1/11, 117, 127, 5, 15, 5, 9
2019/1/12, 117, 69, 2, 8, 2, 5
2019/1/13, 74, 42, 2, 8, 2, 4
2019/1/14, 62, 45, 6, 7, 3, 6
2019/1/15, 72, 44, 8, 6, 4, 11
2019/1/16, 101, 50, 9, 9, 4, 9
2019/1/17, 131, 76, 7, 9, 3, 7
2019/1/18, 135, 62, 6, 11, 1, 9
2019/1/19, 91, 71, 3, 17, 2, 12
2019/1/20, 104, 72, 12, 18, 3, 8
2019/1/21, 111, 50, 11, 17, , 3
2019/1/22, 25, 52, 11, 15, 1, 5
2019/1/23, 52, 53, 10, 19, 1, 4
2019/1/24, 67, 56, 11, 16, 3, 4
2019/1/25, 60, 52, 12, 12, 3, 4
2019/1/26, 66, 56, 13, 18, 2, 4
2019/1/27, 61, 57, 10, 13, 1, 4
2019/1/28, 59, 55, 8, 21, 1, 4
2019/1/29, 63, 54, 5, 18, 2, 10
2019/1/30, 86, 57, 8, 19, 2, 9
2019/1/31, 106, 54, 10, 20, 2, 7
2019/2/1, 85, 55, 7, 28, 2, 6
2019/2/2, 63, 52, , 6, 3, 8
2019/2/3, 69, 53, 8, 9, 2, 9
2019/2/4, 75, 55, 7, 9, 2, 9
2019/2/5, 83, 96, 16, 8, 2, 8
2019/2/6, 90, 74, 6, 9, 1, 5
2019/2/7, 57, 41, 7, 10, 1, 3
2019/2/8, 60, 73, 8, 9, 1, 4
2019/2/9, 100, 90, 3, 14, 1, 6
2019/2/10, 134, 98, 9, 14, 1, 6
2019/2/11, 146, 102, 9, 13, 1, 6
2019/2/12, 156, 133, 12, 10, 3, 7
2019/2/13, 168, 97, 7, 11, 4, 6
2019/2/14, 135, 69, 6, 14, 2, 5
2019/2/15, 115, 74, 5, 12, 1, 5
2019/2/16, 124, 76, 3, 15, 1, 5
2019/2/17, 126, 78, 6, 14, 1, 5
2019/2/18, 133, 62, 10, 13, 1, 5
2019/2/19, 94, 73, 7, 10, 1, 7
2019/2/20, 115, 56, 9, 11, 1, 4
